1,1,9.999000099990002E-5,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2270,1,0.22697730226977303,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2270,2,0.22697730226977303,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
2271,1,0.22707729227077292,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2271,2,0.22707729227077292,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
2272,1,0.22717728227177283,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2272,2,0.22717728227177283,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
2273,1,0.22727727227277272,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2273,2,0.22727727227277272,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
2274,1,0.2273772622737726,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2274,2,0.2273772622737726,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
2275,1,0.22747725227477253,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2275,2,0.22747725227477253,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
2276,1,0.22757724227577242,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2276,2,0.22757724227577242,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
2277,1,0.22767723227677233,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2277,2,0.22767723227677233,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
2278,1,0.22777722227777222,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2278,2,0.22777722227777222,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
2279,1,0.2278772122787721,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2279,2,0.2278772122787721,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
2280,1,0.22797720227977203,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2280,2,0.22797720227977203,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
2281,1,0.22807719228077192,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2281,2,0.22807719228077192,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
2282,1,0.22817718228177183,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2282,2,0.22817718228177183,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
2283,1,0.22827717228277172,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2283,2,0.22827717228277172,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
2284,1,0.2283771622837716,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2284,2,0.2283771622837716,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
2285,1,0.22847715228477153,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2285,2,0.22847715228477153,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
2286,1,0.22857714228577142,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2286,2,0.22857714228577142,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
2287,1,0.22867713228677133,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2287,2,0.22867713228677133,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
2288,1,0.22877712228777122,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2288,2,0.22877712228777122,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
2289,1,0.2288771122887711,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2289,2,0.2288771122887711,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
2290,1,0.22897710228977103,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2290,2,0.22897710228977103,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
2291,1,0.22907709229077092,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2291,2,0.22907709229077092,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
2292,1,0.22917708229177083,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2292,2,0.22917708229177083,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
2293,1,0.22927707229277072,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2293,2,0.22927707229277072,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
2294,1,0.2293770622937706,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2294,2,0.2293770622937706,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
2295,1,0.22947705229477053,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2295,2,0.22947705229477053,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
2296,1,0.22957704229577042,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2296,2,0.22957704229577042,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
2297,1,0.22967703229677033,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2297,2,0.22967703229677033,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
2298,1,0.22977702229777022,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2298,2,0.22977702229777022,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
2299,1,0.2298770122987701,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2299,2,0.2298770122987701,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
2300,1,0.22997700229977003,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2300,2,0.22997700229977003,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
2301,1,0.23007699230076992,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2301,2,0.23007699230076992,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
2302,1,0.23017698230176983,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2302,2,0.23017698230176983,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
2303,1,0.23027697230276972,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2303,2,0.23027697230276972,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
2304,1,0.2303769623037696,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2304,2,0.2303769623037696,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
2305,1,0.23047695230476953,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2305,2,0.23047695230476953,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
2306,1,0.23057694230576942,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2306,2,0.23057694230576942,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
2307,1,0.23067693230676933,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2307,2,0.23067693230676933,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
2308,1,0.23077692230776922,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2308,2,0.23077692230776922,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
2309,1,0.2308769123087691,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2309,2,0.2308769123087691,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
2310,1,0.23097690230976903,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2310,2,0.23097690230976903,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
2311,1,0.23107689231076892,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2311,2,0.23107689231076892,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
2312,1,0.23117688231176883,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2312,2,0.23117688231176883,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
2313,1,0.23127687231276872,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2313,2,0.23127687231276872,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
2314,1,0.2313768623137686,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2314,2,0.2313768623137686,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
2315,1,0.23147685231476853,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2315,2,0.23147685231476853,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
2316,1,0.23157684231576842,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2316,2,0.23157684231576842,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
2317,1,0.23167683231676833,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2317,2,0.23167683231676833,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
2318,1,0.23177682231776822,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2318,2,0.23177682231776822,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
2319,1,0.2318768123187681,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2319,2,0.2318768123187681,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
2320,1,0.23197680231976803,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2320,2,0.23197680231976803,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
2321,1,0.23207679232076792,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2321,2,0.23207679232076792,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
2322,1,0.23217678232176783,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2322,2,0.23217678232176783,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
2323,1,0.23227677232276772,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2323,2,0.23227677232276772,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
2324,1,0.2323767623237676,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2324,2,0.2323767623237676,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
2325,1,0.23247675232476753,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2325,2,0.23247675232476753,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
2326,1,0.23257674232576742,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2326,2,0.23257674232576742,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
2327,1,0.23267673232676733,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2327,2,0.23267673232676733,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
2328,1,0.23277672232776722,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2328,2,0.23277672232776722,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
2329,1,0.2328767123287671,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2329,2,0.2328767123287671,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
2330,1,0.23297670232976703,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2330,2,0.23297670232976703,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
2331,1,0.23307669233076692,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2331,2,0.23307669233076692,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
2332,1,0.23317668233176683,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2332,2,0.23317668233176683,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
2333,1,0.23327667233276672,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2333,2,0.23327667233276672,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
2334,1,0.2333766623337666,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2334,2,0.2333766623337666,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
2335,1,0.23347665233476653,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2335,2,0.23347665233476653,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
2336,1,0.23357664233576642,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2336,2,0.23357664233576642,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
2337,1,0.23367663233676633,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2337,2,0.23367663233676633,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
2338,1,0.23377662233776622,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2338,2,0.23377662233776622,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
2339,1,0.2338766123387661,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2339,2,0.2338766123387661,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
2340,1,0.23397660233976603,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2340,2,0.23397660233976603,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
2341,1,0.23407659234076592,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2341,2,0.23407659234076592,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
2342,1,0.23417658234176583,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2342,2,0.23417658234176583,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
2343,1,0.23427657234276572,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2343,2,0.23427657234276572,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
2344,1,0.2343765623437656,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2344,2,0.2343765623437656,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
2345,1,0.23447655234476553,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2345,2,0.23447655234476553,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
2346,1,0.23457654234576542,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2346,2,0.23457654234576542,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
2347,1,0.23467653234676533,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2347,2,0.23467653234676533,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
2348,1,0.23477652234776522,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2348,2,0.23477652234776522,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
2349,1,0.2348765123487651,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2349,2,0.2348765123487651,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
2350,1,0.23497650234976503,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2350,2,0.23497650234976503,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
2351,1,0.23507649235076492,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2351,2,0.23507649235076492,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
2352,1,0.23517648235176483,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2352,2,0.23517648235176483,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
2353,1,0.23527647235276472,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2353,2,0.23527647235276472,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
2354,1,0.23537646235376464,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2354,2,0.23537646235376464,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
2355,1,0.23547645235476453,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2355,2,0.23547645235476453,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
2356,1,0.23557644235576441,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2356,2,0.23557644235576441,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
2357,1,0.23567643235676433,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2357,2,0.23567643235676433,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
2358,1,0.23577642235776422,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2358,2,0.23577642235776422,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
2359,1,0.23587641235876414,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2359,2,0.23587641235876414,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
2360,1,0.23597640235976403,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2360,2,0.23597640235976403,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
2361,1,0.23607639236076391,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2361,2,0.23607639236076391,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
2362,1,0.23617638236176383,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2362,2,0.23617638236176383,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
2363,1,0.23627637236276372,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2363,2,0.23627637236276372,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
2364,1,0.23637636236376364,PonPokoAgent@12,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
2364,2,0.23637636236376364,Atlas3@13,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
